Unnamed: 0.1,Unnamed: 0,restaurant name,restaurant type,rate (out of 5),num of ratings,avg cost (two people),online_order,table booking,cuisines type,area,local address
214,214,Al Zaiqa Hotel,Quick Bites,3.4,14,200,Yes,No,"Chinese, South Indian, Fast Food",Marathahalli,Marathahalli
215,215,Alampur Bar And Restaurant,Casual Dining,3.7,42,900,Yes,No,"Chinese, South Indian, North Indian",Brigade Road,Race Course Road
216,216,Alankar Restaurant,Casual Dining,2.8,40,800,No,No,"South Indian, North Indian, Chinese",Marathahalli,Marathahalli
217,217,Alankrutha,Casual Dining,3.8,260,500,Yes,No,"Andhra, Biryani, North Indian, Chinese",Koramangala 5th Block,BTM
218,218,Alba - JW Marriott Bengaluru,Fine Dining,4.4,561,4000,No,Yes,Italian,Church Street,Lavelle Road
219,219,Al-Badia Restaurant,Casual Dining,4.2,89,700,No,No,Arabian,Kalyan Nagar,Kammanahalli
220,220,Al-Baik Kabab Corner,Quick Bites,3.2,25,350,Yes,No,"Kebab, Biryani",Malleshwaram,Yeshwantpur
221,221,Al-Baik Tandoori Restaurant,Quick Bites,3.6,113,450,Yes,No,"North Indian, Chinese, Arabian, Biryani, Rolls",Frazer Town,Nagawara
222,222,Al-Bek,Casual Dining,3.9,682,650,Yes,No,"North Indian, Mughlai, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar
223,223,Albert Bakery,Bakery,4.3,346,150,No,No,"Bakery, Fast Food",Frazer Town,Frazer Town
224,224,Alchemy - The Chancery Pavilion,"Microbrewery, Casual Dining",4.3,446,2000,No,Yes,Modern Indian,Brigade Road,Residency Road
225,225,Alchemy Coffee Roasters,Cafe,4.2,704,500,No,No,Cafe,Basavanagudi,Jayanagar
226,226,Alfa Family Restaurant,Casual Dining,3,27,400,No,No,"North Indian, Arabian, Chinese",Basavanagudi,Wilson Garden
227,227,Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,"Bar, Casual Dining",3.7,77,2000,No,Yes,Continental,Malleshwaram,Malleshwaram
228,228,Al-Hyatt,Quick Bites,,40,300,No,No,"Biryani, Chinese",Koramangala 6th Block,Ejipura
229,229,Ali Snacks Point,Quick Bites,3.4,5,150,Yes,No,"Chinese, Momos",Malleshwaram,Malleshwaram
230,230,Alibaba Cafe and Restaurant,Casual Dining,2.9,55,700,No,No,"Arabian, Middle Eastern",Kammanahalli,Kalyan Nagar
231,231,Alibi - Maya International Hotel,Casual Dining,1.8,224,1200,No,No,"North Indian, Continental, Chinese",Brigade Road,Church Street
232,232,AlienSip,Beverage Shop,3.6,11,200,Yes,No,Juices,Bannerghatta Road,BTM
233,233,Alif Restaurant,Casual Dining,3.6,26,600,Yes,No,"North Indian, Chinese",Bannerghatta Road,JP Nagar
234,234,Aligarh House,Delivery,4.4,98,400,Yes,No,"North Indian, Biryani, Awadhi, Mughlai","Byresandra,Tavarekere,Madiwala",Koramangala
235,235,Alikemom,"Takeaway, Delivery",2.8,40,300,Yes,No,North Indian,Electronic City,Electronic City
236,236,All Aromas,Quick Bites,2.8,40,400,Yes,No,"North Indian, Biryani",Basavanagudi,Jayanagar
237,237,All Saints Bakery,Bakery,3.6,23,200,No,No,Bakery,Brigade Road,Brigade Road
238,238,All Shook Up,"Dessert Parlor, Beverage Shop",3.6,34,300,Yes,No,"Desserts, Beverages",Brookefield,Marathahalli
239,239,All Shook Up!,"Dessert Parlor, Beverage Shop",3.6,19,300,Yes,No,"Desserts, Beverages",Malleshwaram,Rajajinagar
240,240,Allahabadi Tadaka,Casual Dining,2.9,46,250,No,No,North Indian,Indiranagar,Domlur
241,241,Allana Kabab,Quick Bites,3.3,4,200,No,No,North Indian,Church Street,Richmond Road
242,242,Alloro - The Oterra,Fine Dining,4,63,2500,No,Yes,Italian,Electronic City,Electronic City
243,243,Al-Madina,"Takeaway, Delivery",3.3,8,500,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
244,244,Al-Madina Restaurant,Casual Dining,3.4,22,400,No,No,"Arabian, North Indian, Chinese, Kerala",Basavanagudi,City Market
245,245,Al-Marhaba Restaurant,Quick Bites,2.8,40,400,Yes,No,"Arabian, Chinese, North Indian, Rolls, Momos",Bannerghatta Road,BTM
246,246,Al-Noor Restaurant,Quick Bites,2.8,40,400,Yes,No,"Chinese, North Indian, Mughlai",Kalyan Nagar,Nagawara
247,247,Alpha - House of Biryani & Tandoor,Casual Dining,3.3,387,800,Yes,No,"Biryani, North Indian, Chinese",Brookefield,Whitefield
248,248,Al-Sidique,Quick Bites,4,314,400,Yes,No,"North Indian, Chinese",Rajajinagar,Vijay Nagar
249,249,alt,"Bar, Lounge",4.1,821,1900,No,Yes,Finger Food,Whitefield,Whitefield
250,250,Altaf's Chillies Restaurant,Casual Dining,3.8,229,500,Yes,No,"North Indian, Chinese",Frazer Town,Frazer Town
251,251,Altaj Restaurant,Casual Dining,3.3,6,700,No,No,"North Indian, Chinese",Malleshwaram,Rajajinagar
252,252,Al-Taj Restaurant,Casual Dining,3.3,10,600,Yes,No,"South Indian, North Indian, Chinese",Rajajinagar,Rajajinagar
253,253,Alter Ego D'Deli,Cafe,3.8,140,650,Yes,No,"Cafe, Continental, Italian, Burger, Pizza, Salad, Steak",Kalyan Nagar,Kalyan Nagar
254,254,Alto Vino - Bengaluru Marriott Hotel Whitefield,Fine Dining,4.3,263,3000,No,Yes,"Italian, Salad",Brookefield,Whitefield
255,255,AM WOW,Beverage Shop,3.4,6,100,Yes,No,Beverages,Banashankari,Jayanagar
256,256,Amadora Gourmet Ice Cream & Sorbet,Dessert Parlor,2.8,40,500,No,No,Desserts,Brookefield,Whitefield
257,257,Amande Patisserie,Bakery,4,73,300,Yes,No,"Bakery, French, Desserts",Banashankari,Basavanagudi
258,258,Amanthrana Gardenia,Casual Dining,3.8,107,800,Yes,No,"North Indian, Andhra, BBQ, Seafood, Chinese",Brookefield,Brookefield
259,259,Amantrana,Casual Dining,3.2,15,800,No,No,"North Indian, South Indian",Rajajinagar,Magadi Road
260,260,Amar Kolkata,Quick Bites,3.2,4,300,No,No,"Bengali, North Indian, Chinese",Indiranagar,Old Airport Road
261,261,Amara Food Point,"Takeaway, Delivery",3.3,4,250,No,No,South Indian,"Byresandra,Tavarekere,Madiwala",BTM
262,262,Amaravathi Bar & Restaurant,"Casual Dining, Bar",3.7,43,400,No,No,"North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Jayanagar
263,263,Amaravathi Mess,Quick Bites,3.6,108,400,Yes,No,"Andhra, Biryani",Electronic City,Electronic City
264,264,Amaravati,Quick Bites,3.6,39,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
265,265,Amaravati - Pure Veg Restaurant,Quick Bites,3.5,93,350,Yes,No,"South Indian, North Indian, Chinese",Marathahalli,Kaggadasapura
266,266,Amaravati Authentic Andhra Restaurant,Casual Dining,3,148,600,Yes,No,"Andhra, Chinese, North Indian, Biryani",Brookefield,Brookefield
267,267,Amaravati Food Court,Quick Bites,3.3,7,300,Yes,No,Kerala,Whitefield,Whitefield
268,268,Amaravati Grand,Casual Dining,3.3,7,550,No,No,"Chinese, Andhra, Mangalorean",Jayanagar,BTM
269,269,Amazing Blue Pub,Pub,3.4,10,900,No,No,Finger Food,Malleshwaram,Seshadripuram
270,270,Ambara Gardenia,Casual Dining,3.8,256,800,Yes,Yes,"Andhra, North Indian, Chinese, Seafood","Byresandra,Tavarekere,Madiwala",Bannerghatta Road
271,271,Ambarsaria,Casual Dining,2.7,57,800,No,No,North Indian,New BEL Road,New BEL Road
272,272,Amber Rush by The Pool,"Bar, Casual Dining",3.9,140,1500,No,No,"North Indian, Chinese, Continental",Brookefield,Marathahalli
273,273,Amber Rush Restobar,Pub,4.1,93,1000,No,Yes,"Continental, Chinese, Fast Food",Brigade Road,Residency Road
274,274,Ambika Biryani Corner,Quick Bites,3.5,37,300,No,No,Biryani,Rajajinagar,Rajajinagar
275,275,Ambika Vegetarian Hotel,Casual Dining,3.7,31,500,No,No,"North Indian, Fast Food",Malleshwaram,Rajajinagar
276,276,Ambujam's Chettinad Mess,"Quick Bites, Mess",3.2,27,400,Yes,No,"South Indian, Chettinad",Kammanahalli,Banaswadi
277,277,Ambur Azad Darbar,Quick Bites,3.1,6,250,No,No,"North Indian, Fast Food, Biryani",Jayanagar,BTM
278,278,Ambur Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,Indiranagar,Old Airport Road
279,279,Ambur Biriyani Centre,Quick Bites,3.2,6,150,No,No,Biryani,Sarjapur Road,Bellandur
280,280,Ambur Biriyani Classic,Casual Dining,3.3,136,700,Yes,No,"Biryani, South Indian, North Indian",Electronic City,Electronic City
281,281,Ambur Biriyani Point,Quick Bites,3.6,26,150,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",BTM
282,282,Ambur Biriyani Zone,Quick Bites,3.2,4,200,No,No,"Biryani, Kebab",Kammanahalli,Kammanahalli
283,283,Ambur Biryani,Quick Bites,3.2,5,450,No,No,"South Indian, Fast Food",HSR,HSR
284,284,Ambur Biryani Hotel,Quick Bites,3.2,13,200,No,No,Biryani,"Byresandra,Tavarekere,Madiwala",Koramangala 1st Block
285,285,Ambur Biryani Mess,Mess,3.4,18,250,No,No,Biryani,Koramangala 4th Block,Koramangala 6th Block
286,286,Ambur Biryani Point,Quick Bites,3.3,8,150,No,No,Biryani,Bellandur,Sarjapur Road
287,287,Ambur Chicken Biryani,Quick Bites,3.1,9,250,No,No,Biryani,HSR,HSR
288,288,Ambur Darbar Biriyani Point,Quick Bites,3.2,24,200,Yes,No,Biryani,Malleshwaram,Yeshwantpur
289,289,Ambur Dum Biriyani,Quick Bites,2.8,40,160,No,No,Biryani,Banashankari,Basavanagudi
290,290,Ambur Dum Biryani,Quick Bites,2.8,40,300,No,No,"Biryani, Fast Food",Electronic City,Electronic City
291,291,Ambur Hot Dum Biriyani,Quick Bites,3.1,6,200,No,No,Biryani,Old Airport Road,Jeevan Bhima Nagar
292,292,Ambur Hot Dum Biryani,Quick Bites,3,9,200,No,No,Biryani,Marathahalli,Thippasandra
293,293,Ambur Star Biryani,Quick Bites,3.5,22,200,No,No,Biryani,Bellandur,Sarjapur Road
294,294,Ambur Star Briyani,Casual Dining,3.6,17,500,Yes,No,"North Indian, Chinese, Biryani",Indiranagar,Indiranagar
295,295,Ambur Star Dum Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,Residency Road,Wilson Garden
296,296,Ambur Star Dum Biryani,Quick Bites,2.8,40,250,No,No,Biryani,Bellandur,Sarjapur Road
297,297,Ambur Tasty Biriyani,Quick Bites,3.2,4,200,No,No,Biryani,HSR,HSR
298,298,Amchoor,Quick Bites,3.8,38,250,Yes,No,"North Indian, Beverages",Marathahalli,Marathahalli
299,299,Amdo's Corner Tibetan Foods,Quick Bites,4,47,250,No,No,"Tibetan, Momos",Brigade Road,Richmond Road
300,300,American Bites,Quick Bites,2.4,48,450,Yes,No,"Fast Food, Burger, Pizza",Frazer Town,Kalyan Nagar
301,301,American Desserts,"Takeaway, Delivery",3.6,23,500,Yes,No,"Desserts, Bakery",Kalyan Nagar,Banaswadi
302,302,Amexicano,Food Truck,3.8,31,400,No,No,"American, Mexican",Indiranagar,East Bangalore
303,303,Amigos Kitchen,Quick Bites,3.7,64,400,Yes,No,"Chinese, North Indian, Mexican, Fast Food",Kalyan Nagar,Banaswadi
304,304,Amjad Bhai's Star Hotel - Home Food Only,Quick Bites,2.8,40,300,No,No,"North Indian, South Indian","Byresandra,Tavarekere,Madiwala",BTM
305,305,Ammachide Addukala,Quick Bites,3.5,6,300,No,No,Kerala,Bannerghatta Road,Bannerghatta Road
306,306,Amma's Biryani & Rice,Quick Bites,2.8,40,300,Yes,No,"Biryani, Fast Food",Kalyan Nagar,Kammanahalli
307,307,Amma's Cafe,Quick Bites,3.2,6,300,No,No,Fast Food,HSR,HSR
308,308,Amma's Pastries,Bakery,3.9,130,400,No,No,Bakery,Kalyan Nagar,HBR Layout
309,309,Amma's Special,Quick Bites,,40,400,No,No,South Indian,Koramangala 6th Block,Koramangala 1st Block
310,310,Ammayi Thakkaram,Quick Bites,,40,400,No,No,"Kerala, South Indian",Koramangala 6th Block,BTM
311,311,Ammi's Biryani,Casual Dining,2.7,171,500,Yes,No,"Biryani, North Indian",Kalyan Nagar,Kalyan Nagar
312,312,Ammus Hot N Cool,Quick Bites,3.4,84,300,Yes,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
313,313,Amnesia - The Poolside Bar,"Casual Dining, Bar",3.7,15,2000,No,No,"North Indian, Chinese, Continental",Brigade Road,Residency Road
314,314,Amoeba Sports Bar,"Lounge, Bar",3.9,568,1000,Yes,Yes,"Continental, Chinese",Brookefield,Whitefield
315,315,Amontron,Casual Dining,3.9,435,650,Yes,No,Bengali,Bannerghatta Road,BTM
316,316,Amour Fine Patisserie,"Cafe, Dessert Parlor",4,82,500,Yes,Yes,"Cafe, Desserts, Continental",HSR,HSR
317,317,Amravathi Restaurants & Caterers,Quick Bites,3.1,6,400,No,No,"North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM
318,318,Amrit,Food Court,3.4,24,600,No,No,"North Indian, Seafood","Byresandra,Tavarekere,Madiwala",JP Nagar
319,319,Amrita Nadia Sweets,Sweet Shop,3.2,4,400,Yes,No,Mithai,New BEL Road,Jalahalli
320,320,Amrith Ice Cream,Dessert Parlor,4.1,81,100,No,No,Ice Cream,Malleshwaram,Malleshwaram
321,321,Amritsari Kulcha Bite,Quick Bites,3.9,99,150,Yes,No,North Indian,Indiranagar,Ulsoor
322,322,Amritsari Kulcha Land,Quick Bites,4,260,300,Yes,No,North Indian,"Byresandra,Tavarekere,Madiwala",JP Nagar
323,323,Amrut,Quick Bites,3.5,250,300,Yes,No,"North Indian, Chinese, Fast Food",Malleshwaram,Malleshwaram
324,324,Amruta,Casual Dining,3.8,20,600,No,No,"South Indian, North Indian, Chinese",Lavelle Road,Majestic
325,325,Amruth Parkland,"Bar, Casual Dining",3.5,54,900,No,No,"North Indian, Chinese",Sarjapur Road,Sarjapur Road
326,326,Amrutha Foods,Quick Bites,2.8,40,300,No,No,South Indian,Marathahalli,Old Airport Road
327,327,Amrutha Grand Restaurant,Casual Dining,3.2,204,500,Yes,No,"North Indian, Biryani, Chinese",Bellandur,Sarjapur Road
328,328,Amrutha Mess,Quick Bites,3.4,5,300,No,No,Kerala,"Byresandra,Tavarekere,Madiwala",BTM
329,329,Amrutha Sweets,Quick Bites,3.5,13,200,No,No,"Street Food, Mithai",Koramangala 4th Block,Ejipura
330,330,AM's Cafe Recreate,"Takeaway, Delivery",3.3,8,250,Yes,No,"Chinese, North Indian","Byresandra,Tavarekere,Madiwala",BTM
331,331,Amul Ice Cream,Dessert Parlor,2.8,40,100,Yes,No,"Desserts, Ice Cream",HSR,HSR
332,332,An Egg Story,Cafe,4,241,600,No,No,"Cafe, Continental, American, Italian",Kalyan Nagar,Kalyan Nagar
333,333,Anamika Roll Centre,Quick Bites,3.2,4,300,No,No,"North Indian, Fast Food, Rolls",Jayanagar,Wilson Garden
334,334,Anand Donne Biriyani,Quick Bites,3.6,45,200,Yes,No,Biryani,Banashankari,Jayanagar
335,335,Anand Sagar Inn,Casual Dining,3.2,6,450,No,No,"South Indian, North Indian, Chinese",Jayanagar,Basavanagudi
336,336,Anand Sweets and Savouries,Quick Bites,4,99,400,Yes,No,"Mithai, Street Food",Kalyan Nagar,Kammanahalli
337,337,Anand Vihar,Quick Bites,2.5,58,,No,No,"North Indian, Chinese",Frazer Town,RT Nagar
338,338,Anda Ka Funda,Quick Bites,3.1,14,300,Yes,No,"North Indian, Chinese",JP Nagar,Jayanagar
339,339,Anda Special-Pav Bhaji,Quick Bites,3.4,8,200,Yes,No,Fast Food,New BEL Road,Yeshwantpur
340,340,Andal Mess,Mess,3.1,22,300,Yes,No,"Biryani, South Indian, North Indian",Koramangala 4th Block,Domlur
341,341,Ande Ka Funda,Quick Bites,2.8,60,250,No,No,"North Indian, Fast Food, Rolls","Byresandra,Tavarekere,Madiwala",BTM
342,342,Andhra Amigos,Casual Dining,3.6,81,350,Yes,No,"Andhra, North Indian, Biryani",Electronic City,Electronic City
343,343,Andhra Bhojanam,Casual Dining,3.6,21,600,No,No,"North Indian, South Indian, Andhra",Bannerghatta Road,Bannerghatta Road
344,344,Andhra Biriyani Palace,Quick Bites,2.8,40,250,Yes,No,"Biryani, Andhra",Kalyan Nagar,Nagawara
345,345,Andhra Biryani & Curries,Quick Bites,3.1,4,400,Yes,No,"North Indian, South Indian, Chinese, Andhra, Biryani",Electronic City,Electronic City
346,346,Andhra Biryanis,Casual Dining,4,108,700,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield
347,347,Andhra Box,Quick Bites,3.2,4,400,No,No,"Andhra, Biryani, Chinese",Brookefield,Marathahalli
348,348,Andhra Central,Food Court,3.1,13,400,Yes,No,Andhra,Brookefield,Marathahalli
349,349,Andhra Chettinad Cuisine,Quick Bites,3.6,24,250,No,No,"Andhra, South Indian, Chettinad",Electronic City,Electronic City
350,350,Andhra Express,"Takeaway, Delivery",3.7,19,300,Yes,No,"Andhra, Biryani, North Indian, Beverages",Marathahalli,CV Raman Nagar
351,351,Andhra Food Cafe (AFC),Quick Bites,3.3,46,250,Yes,No,"Andhra, North Indian, South Indian",Electronic City,Electronic City
352,352,Andhra Ghumaghumalu,Quick Bites,2.8,40,300,Yes,No,"Andhra, Biryani, North Indian",Brookefield,Whitefield
353,353,Andhra Grills,Casual Dining,3,55,800,No,No,"Andhra, North Indian, Biryani",Bannerghatta Road,JP Nagar
354,354,Andhra Kafe,Casual Dining,3.8,241,550,Yes,No,"Andhra, South Indian, North Indian, Biryani",Brookefield,Whitefield
355,355,Andhra Kitchen,Quick Bites,3.9,45,400,Yes,No,Andhra,Electronic City,Electronic City
356,356,Andhra Mess,Mess,2.8,17,400,Yes,No,"Andhra, Biryani, Chinese",Brookefield,Brookefield
357,357,Andhra Paris,Quick Bites,3.2,5,250,Yes,No,Andhra,Bellandur,Sarjapur Road
358,358,Andhra Ruchi's Restaurant,Delivery,3.1,72,500,Yes,No,"Andhra, North Indian, Biryani",Whitefield,Whitefield
359,359,Andhra Ruchulu,Casual Dining,4.2,1428,800,Yes,Yes,"Andhra, North Indian",Bannerghatta Road,JP Nagar
360,360,Andhra Spice,Casual Dining,2.8,40,600,No,No,"North Indian, Hyderabadi, Chinese, South Indian, Beverages, Desserts",Bellandur,Sarjapur Road
361,361,Andhra Spice Mess,Quick Bites,3.4,9,250,Yes,No,"Andhra, Biryani, North Indian, Chinese",New BEL Road,New BEL Road
362,362,Andhra Spices,Quick Bites,3.2,4,,No,No,"Andhra, Chinese, South Indian",Whitefield,Brookefield
363,363,Andhra Spicy,Quick Bites,3.5,11,400,No,No,"Andhra, Biryani",Bellandur,Bellandur
364,364,Andhra Spicy Food Court,Quick Bites,3.2,22,400,Yes,No,"Andhra, Biryani",Electronic City,Electronic City
365,365,Andhra Spicy Inn,Quick Bites,2.8,40,450,Yes,No,"North Indian, South Indian, Mughlai, Andhra, Biryani, Chinese",Kalyan Nagar,Nagawara
366,366,Andhra Star Biryani,Quick Bites,3.2,6,200,No,No,Biryani,Marathahalli,Brookefield
367,367,Andhra Vantakam,Casual Dining,3.9,317,800,Yes,No,"Andhra, Chinese, North Indian, Seafood",Malleshwaram,Rajajinagar
368,368,Andhra Vantillu,Quick Bites,3.3,4,350,No,No,"South Indian, North Indian",HSR,HSR
369,369,Andhra Vilaas,Quick Bites,3.7,52,350,Yes,No,"Andhra, North Indian, Biryani",Bellandur,Sarjapur Road
370,370,Andhra Vindu Multi Cuisine Restaurant,Casual Dining,3.3,11,600,Yes,No,"Andhra, South Indian, Fast Food",Brookefield,Marathahalli
371,371,Andy's CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Cafe,3.1,12,300,No,No,"Cafe, Beverages, Fast Food",New BEL Road,New BEL Road
372,372,Angaar Biriyani,Quick Bites,3.7,92,400,Yes,No,"Biryani, Chinese, Fast Food",Whitefield,Whitefield
373,373,Angaar Indian Grill & Restaurant,Casual Dining,3.9,121,600,No,No,"Arabian, Mughlai, North Indian, Chinese, Rolls",Kalyan Nagar,HBR Layout
374,374,Angel Mess,Quick Bites,3.5,17,200,No,No,South Indian,Marathahalli,Kaggadasapura
375,375,Angel Mutton Leg Soup,Quick Bites,3.5,22,200,No,No,South Indian,Indiranagar,Jeevan Bhima Nagar
376,376,Angel Restaurant,Quick Bites,2.8,165,450,Yes,No,"Kerala, South Indian, North Indian",Bannerghatta Road,Bannerghatta Road
377,377,Angel's Kitchen,Quick Bites,3.5,10,300,No,No,Kerala,Whitefield,Whitefield
378,378,Angiie's Cafe,Quick Bites,3.7,29,450,Yes,No,"Burger, Fast Food",Bellandur,Sarjapur Road
379,379,Anika's India Kitchen,Delivery,3.3,5,250,Yes,No,"Biryani, North Indian","Byresandra,Tavarekere,Madiwala",HSR
380,380,Aniram's,Delivery,4.1,739,500,Yes,No,"Chinese, North Indian",Bannerghatta Road,JP Nagar
381,381,Anjappaar,Casual Dining,3.9,96,650,No,No,"Chettinad, South Indian",Marathahalli,Marathahalli
382,382,Anjappar,Casual Dining,2.7,40,650,No,No,"Chettinad, South Indian",Jayanagar,JP Nagar
383,383,Anju's Cafe,Cafe,3.4,6,600,No,No,"Cafe, North Indian",Bannerghatta Road,JP Nagar
384,384,Anna Kuteera,Casual Dining,3.8,62,400,No,No,"South Indian, North Indian, Chinese",Residency Road,St. Marks Road
385,385,Annabell,"Quick Bites, Beverage Shop",4,264,700,Yes,No,"Continental, Beverages",Indiranagar,Indiranagar
386,386,Annalakshmi,Casual Dining,3.5,28,700,No,No,"Andhra, Chettinad",Bellandur,Bellandur
387,387,Annapoorani,Casual Dining,3.9,434,400,No,No,South Indian,Indiranagar,Indiranagar
388,388,Annapoorni Grand,Casual Dining,3.9,82,450,No,No,"Chinese, South Indian, North Indian",Lavelle Road,Majestic
389,389,Annappa's Naati Mane,Quick Bites,3.5,73,400,No,No,"South Indian, Chinese",Rajajinagar,Rajajinagar
390,390,Annapurna Andhra Hotel,Quick Bites,3.3,5,400,Yes,No,"Mughlai, Chinese, North Indian",Electronic City,Electronic City
391,391,Annapurna Bengali Restaurant,Casual Dining,3.9,50,500,No,No,Bengali,Brookefield,Whitefield
392,392,Annapurna Benne Dose,Quick Bites,2.8,40,200,Yes,No,South Indian,JP Nagar,JP Nagar
393,393,Annapurna Foods,Casual Dining,3.5,11,400,Yes,No,"North Indian, Chinese, Hyderabadi",Bellandur,Bellandur
394,394,Antarastriya,Quick Bites,3.9,461,200,Yes,No,"Chinese, Fast Food, Momos",Malleshwaram,Malleshwaram
395,395,ANTIGRAVITY,"Pub, Casual Dining",4.4,730,1500,No,Yes,"Continental, North Indian, Chinese, BBQ",Marathahalli,Marathahalli
396,396,Antilla Aromas,Dessert Parlor,3.7,18,300,Yes,No,"Desserts, Ice Cream",Bannerghatta Road,Bannerghatta Road
397,397,Anu Momos Chinese Kitchen,Quick Bites,3.7,118,450,Yes,No,"Chinese, Thai, Momos",Kalyan Nagar,Kammanahalli
398,398,Anupam's Coast II Coast,Casual Dining,4.1,841,700,Yes,No,"Seafood, Mangalorean, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block
399,399,Anupam's Coastal Express,Casual Dining,4.1,179,600,Yes,No,"Seafood, Mangalorean, South Indian",Basavanagudi,Shanti Nagar
400,400,Anushka Restaurant,Casual Dining,2.8,40,550,Yes,No,"North Indian, Chinese",Brookefield,Whitefield
401,401,Apna Hotel,Quick Bites,3.5,26,300,Yes,No,"North Indian, Hyderabadi",Brookefield,Whitefield
402,402,Apna Punjab,Quick Bites,3.6,474,450,Yes,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,BTM
403,403,Apna Veg Dhaba,Casual Dining,3.1,35,400,Yes,No,"North Indian, Chinese",Bellandur,Bellandur
